facility_id,facility_name,building_id,building_name,block_id,block_name,space_id,space_name,space_type,timestamp,capacity,occupancy_count,available_capacity,utilization_percent,utilization_status,overcrowded
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 07:00:00,30,0,30,0.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 07:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 07:00:00,150,13,137,8.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 07:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 07:00:00,180,17,163,9.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 07:00:00,100,8,92,8.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 07:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 08:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 08:00:00,30,3,27,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 08:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 08:00:00,150,8,142,5.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 08:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 08:00:00,180,63,117,35.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 08:00:00,100,7,93,7.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 08:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 09:00:00,120,86,34,71.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 09:00:00,30,7,23,23.33,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 09:00:00,80,28,52,35.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 09:00:00,150,113,37,75.33,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 09:00:00,25,6,19,24.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 09:00:00,180,51,129,28.33,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 09:00:00,100,87,13,87.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 09:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 10:00:00,120,102,18,85.0,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 10:00:00,30,21,9,70.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 10:00:00,80,42,38,52.5,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 10:00:00,150,132,18,88.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 10:00:00,25,11,14,44.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 10:00:00,180,11,169,6.11,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 10:00:00,100,87,13,87.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 10:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 11:00:00,120,94,26,78.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 11:00:00,30,25,5,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 11:00:00,80,21,59,26.25,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 11:00:00,150,107,43,71.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 11:00:00,25,20,5,80.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 11:00:00,180,27,153,15.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 11:00:00,100,86,14,86.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 11:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 12:00:00,120,67,53,55.83,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 12:00:00,30,18,12,60.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 12:00:00,80,49,31,61.25,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 12:00:00,150,54,96,36.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 12:00:00,25,20,5,80.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 12:00:00,180,151,29,83.89,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 12:00:00,100,60,40,60.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 12:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 13:00:00,120,57,63,47.5,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 13:00:00,30,11,19,36.67,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 13:00:00,80,94,0,117.5,OVERCROWDED,1
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 13:00:00,150,60,90,40.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 13:00:00,25,17,8,68.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 13:00:00,180,164,16,91.11,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 13:00:00,100,36,64,36.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 13:00:00,20,7,13,35.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 14:00:00,120,100,20,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 14:00:00,30,25,5,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 14:00:00,80,61,19,76.25,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 14:00:00,150,94,56,62.67,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 14:00:00,25,7,18,28.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 14:00:00,180,169,11,93.89,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 14:00:00,100,87,13,87.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 14:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 15:00:00,120,95,25,79.17,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 15:00:00,30,21,9,70.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 15:00:00,80,44,36,55.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 15:00:00,150,103,47,68.67,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 15:00:00,25,7,18,28.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 15:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 15:00:00,100,71,29,71.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 15:00:00,20,7,13,35.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 16:00:00,120,92,28,76.67,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 16:00:00,30,25,5,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 16:00:00,80,43,37,53.75,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 16:00:00,150,96,54,64.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 16:00:00,25,9,16,36.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 16:00:00,180,53,127,29.44,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 16:00:00,100,62,38,62.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 16:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 17:00:00,120,87,33,72.5,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 17:00:00,30,11,19,36.67,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 17:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 17:00:00,150,90,60,60.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 17:00:00,25,17,8,68.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 17:00:00,180,85,95,47.22,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 17:00:00,100,71,29,71.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 17:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 18:00:00,120,44,76,36.67,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 18:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 18:00:00,80,0,80,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 18:00:00,150,34,116,22.67,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 18:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 18:00:00,180,8,172,4.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 18:00:00,100,33,67,33.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 18:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 19:00:00,120,36,84,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 19:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 19:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 19:00:00,150,56,94,37.33,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 19:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 19:00:00,180,8,172,4.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 19:00:00,100,33,67,33.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 19:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 20:00:00,120,25,95,20.83,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 20:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 20:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 20:00:00,150,39,111,26.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 20:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 20:00:00,180,8,172,4.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 20:00:00,100,19,81,19.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 20:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 21:00:00,120,5,115,4.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 21:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 21:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 21:00:00,150,4,146,2.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 21:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 21:00:00,180,10,170,5.56,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 21:00:00,100,3,97,3.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 21:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 22:00:00,120,8,112,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 22:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 22:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 22:00:00,150,9,141,6.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 22:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 22:00:00,180,16,164,8.89,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 22:00:00,100,5,95,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 22:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-08 23:00:00,120,11,109,9.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-08 23:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-08 23:00:00,80,5,75,6.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-08 23:00:00,150,10,140,6.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-08 23:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-08 23:00:00,180,27,153,15.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-08 23:00:00,100,8,92,8.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-08 23:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-09 00:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-09 00:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-09 00:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-09 00:00:00,150,14,136,9.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-09 00:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-09 00:00:00,180,11,169,6.11,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-09 00:00:00,100,5,95,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-09 00:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-09 01:00:00,120,7,113,5.83,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-09 01:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-09 01:00:00,80,4,76,5.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-09 01:00:00,150,14,136,9.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-09 01:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-09 01:00:00,180,10,170,5.56,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-09 01:00:00,100,4,96,4.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-09 01:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-09 02:00:00,120,8,112,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-09 02:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-09 02:00:00,80,4,76,5.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-09 02:00:00,150,2,148,1.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-09 02:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-09 02:00:00,180,21,159,11.67,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-09 02:00:00,100,9,91,9.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-09 02:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-09 03:00:00,120,4,116,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-09 03:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-09 03:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-09 03:00:00,150,15,135,10.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-09 03:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-09 03:00:00,180,13,167,7.22,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-09 03:00:00,100,3,97,3.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-09 03:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-09 04:00:00,120,9,111,7.5,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-09 04:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-09 04:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-09 04:00:00,150,8,142,5.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-09 04:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-09 04:00:00,180,4,176,2.22,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-09 04:00:00,100,8,92,8.0,UNDERUSED,0
